name,price,shape
PAROXEDEP CR 37.5 MG 10 TAB,27,CAPS-TABS
PAROXETINE 20 MG 30 TABS.,66,CAPS-TABS
PAROXETINE CR 25 MG 30 TABS.,69,CAPS-TABS
PECTOL بيكتول ليمون  TAB,10,CAPS-TABS
PECTOL بيكتول نعناع  TAB,10,CAPS-TABS
PECTOL عسل وليمون TAB,10,CAPS-TABS
PECTOL كريز   TABS,10,CAPS-TABS
PENTASA 500MG 100 SLOW RELEASE TAB.,400,CAPS-TABS
PEPON PLUS 20 CAP,67,CAPS-TABS
PEPTIC CARE 14 TAB.,85,CAPS-TABS
PEPZOL 20 MG MR 14 CAP.,24.5,CAPS-TABS
PEPZOL 40MG 14 CAPS.,47.25,CAPS-TABS
PERLOC 40MG 14 TAB.,40,CAPS-TABS
PETRO 20  TAB,18,CAPS-TABS
PHARA FERRO 27 - 20 TAB.,64,CAPS-TABS
PHILOZAC 20MG 10 CAPS.,11,CAPS-TABS
PHILOZAC 20MG 30 CAPS.,33,CAPS-TABS
PIASCLEDINE 300MG 15 CAPS.,150,CAPS-TABS
PIOMPRIDE 4/30MG 30TAB,39,CAPS-TABS
PK-MERZ 100MG 30 F.C.TAB.,40.5,CAPS-TABS
PLAQUENIL 200MG F.C.TAB.,90,CAPS-TABS
PLAVIX 75MG 28 FILM COATED TAB.,205,CAPS-TABS
PLETAAL 50MG 20 TAB.,70,CAPS-TABS
POWER CAPS 20 CAP,19.5,CAPS-TABS
POWER COLD & FLU 20 TAB.,18,CAPS-TABS
POWERECTA 10MG 6 TABS.,45,CAPS-TABS
POWERECTA 20 MG 4 TAB,28.75,CAPS-TABS
PRAXILENE 200MG 30 TAB,84,CAPS-TABS
PREGNACARE 30 TAB,105,CAPS-TABS
PREXAL 5 MG 30 F.C. CAPLETS,168,CAPS-TABS
PRIMOLUT-NOR 10 MG 30 TABS.,24,CAPS-TABS
PRIMPERAN 10MG 10TAB,6.75,CAPS-TABS
PRIMROSE PLUS 30 CAP,48.75,CAPS-TABS
PRINORELAX 30MG 10 CAPS.,21,CAPS-TABS
PROCARE     20CAP,46,CAPS-TABS
PROGEST 100MG 24 CAPS.,43,CAPS-TABS
PRONTO PLUS  20 tab.,12,CAPS-TABS
PROSTACURE 50MG 20 CAPS.,44,CAPS-TABS
PROSTANORM 30 CAPS.,100.5,CAPS-TABS
PROSTETROL 10MG 30 M.R.TAB.,45,CAPS-TABS
PROSTRIDE 5MG 30 CAPS.,109.25,CAPS-TABS
PROTOFIX 20MG 14 TAB.,45,CAPS-TABS
PROTOFIX 40 MG 14 TAB,51.75,CAPS-TABS
PROTOLANS  60MG  20CAP,104,CAPS-TABS
PROTOPAN 40 MG 14 CAPS.,38,CAPS-TABS
PROTOZOLE 500 MG 12 F.C. TABS.,12,CAPS-TABS
PROXIMOL 0.4MG 40 SUGAR COATED TAB.,13.5,CAPS-TABS
PRUCASOFT 2 MG  14TABS,70,CAPS-TABS
PSYCHOLANZ  6/25MG 30 CAP,92.5,CAPS-TABS
PSYCHOPRAM 10 MG 30 F.C. TABS.,48,CAPS-TABS
PURGATON 20MG 30 TAB.,15,CAPS-TABS
PYSTINON 60mg sugar coated tab.,39.75,CAPS-TABS
QUETIAPINE 200MG 30 TABS.,234,CAPS-TABS
QUETIAZIC XR 400MG 30 TAB,292.5,CAPS-TABS
QUIBRON T/SR 300MG 20 TAB.,14.4,CAPS-TABS
QUICK-SLIM 120MG 30 CAPS.,100,CAPS-TABS
QUINABIOTIC 320MG 5 TAB.,76,CAPS-TABS
QUINOSTARMAX 750 MG 5 TABS.,20,CAPS-TABS
QUITAPEX 25 MG 30 F.C.TAB,63,CAPS-TABS
RABEPRAKYRL 20MG 20 TAB,45,CAPS-TABS
RAME-ZITHRO 500 MG 3 TABS.,21.75,CAPS-TABS
RAMIXOLE 0.25MG 30 TAB.,33,CAPS-TABS
RANCIF 500MG 10 F.C.TAB.,40.5,CAPS-TABS
RAPIDUS 50MG 20 F.C.TAB.,20.75,CAPS-TABS
RAVEMANTINE 10MG 30 F.C. TABS.,120,CAPS-TABS
REBEPRAZOLE 20MG 14 TAB,31.2,CAPS-TABS
RECOXIBRIGHT 120 MG 7 TABS.,46,CAPS-TABS
RECOXIBRIGHT 60 MG 20 TABS.,98.5,CAPS-TABS
RECOXIBRIGHT 90 MG 30 TABS.,169.5,CAPS-TABS
REGCOR 5MG 10 TAB.,10,CAPS-TABS
REGIMAX 120MG 30 CAPS,100.14,CAPS-TABS
RELATROLENE 25 MG 20 CAP,39.75,CAPS-TABS
RELAX 20 CAPS.,21,CAPS-TABS
RELAXON 30 CAPS.,31.5,CAPS-TABS
REPARIL 40MG 40 ENTERIC COATED TABS.,44,CAPS-TABS
RESPATIO 20MG 20TAB,48.75,CAPS-TABS
RESPENZO 600MG 10 F.C.TAB.,88,CAPS-TABS
RHEUMARENE 50MG 20 E.C. TAB.,13.5,CAPS-TABS
RHEUXICAM 8MG 20 TAB.,47,CAPS-TABS
RHINOCALM 20 TABS,19.5,CAPS-TABS
RHINOPRO S.R. 20 CAPS.,23.25,CAPS-TABS
RIVAROSPIRE 10 MG 20 TAB,196,CAPS-TABS
RIVO 320 MG 200 TAB,51,CAPS-TABS
RIVO MICRO 320 MG 10 TAB. (PRICE\STRIP),13.5,CAPS-TABS
ROMANTIGRA 20MG 4 TAB,28.8,CAPS-TABS
ROSUVAST 10 MG 14 TAB,58,CAPS-TABS
ROSUVAST 20 MG 14 TAB,70,CAPS-TABS
ROVAC 3M.I.U. 10 TAB,42,CAPS-TABS
ROXOGESIC 60MG 20 TAB.,30,CAPS-TABS
ROYAL JELLY 1000 12 CAP,45,CAPS-TABS
ROYAL VIT G 20 CAP,27.25,CAPS-TABS
ROYSAN 30TAB,19.5,CAPS-TABS
RUTA C 60 - 20 TAB.,12.75,CAPS-TABS
S.M.R 2MG 20 TAB.,13,CAPS-TABS
SABOCTIC 600MG 20 F.C.TAB.,63,CAPS-TABS
SALAZO SULF-PYRINE 500MG  20TAB,20,CAPS-TABS
SALBOVENT 2MG 30 TAB.,8,CAPS-TABS
SALBOVENT FORTE 4mg tab.,6.5,CAPS-TABS
SALOFALK 500MG 20 TAB.,63.5,CAPS-TABS
SANSO B COMPLEX  CAPS,75,CAPS-TABS
SANSO C PLUS 900MG 14 TAB,70,CAPS-TABS
SANSOBIFLEX 28 TAB,57.25,CAPS-TABS
SECNIDAZOLE 500MG 4 TAB.,9,CAPS-TABS
SEDOKAST 10MG 10 F.C.TAB.,30,CAPS-TABS
SEDOKAST 4MG 7 CHEWABLE TABS.,11,CAPS-TABS
SELENIUM-ACE 30 TABS.,47,CAPS-TABS
SELGON 20MG 20 TAB.,14,CAPS-TABS
SELOKENZOC 100MG 28 TAB,41,CAPS-TABS
SELOKENZOC 200MG 28 TAB,58,CAPS-TABS
SELOKENZOC 25MG 28 TAB,34.5,CAPS-TABS
SELOKENZOC 50MG 28 TAB,25.5,CAPS-TABS
SENNA LAX 30 TABS,15,CAPS-TABS
SEPTRIN D.S 10 TAB,13.5,CAPS-TABS
SERLIFT 100MG F.C.TAB.,40,CAPS-TABS
SERPASS 100MG 20 TAB.,64,CAPS-TABS
SERVIFLOX 250 MG 10 F.C.TAB.,18,CAPS-TABS
SERVIFLOX 500MG 10 F.C.TAB.,33.6,CAPS-TABS
SERVIFLOX 750 MG 10 F.C.TAB.,39,CAPS-TABS
SHALGATEN 300MG 20 CAPS.,48.75,CAPS-TABS
SHALGATEN 400MG 20 CAPS.,49,CAPS-TABS
SHAMSOMOX 400 MG 5 F.C. TABS.,40.5,CAPS-TABS
SHARKILAGE 30 CAP,54,CAPS-TABS
SHARKILAGE PLUS 30 CAP,60,CAPS-TABS
SHORSALIN 300 MG 30 TABS.,37.5,CAPS-TABS
SILDAVA 100MG 12 TAB,33,CAPS-TABS
SILDEN 100MG 4 TAB,11.25,CAPS-TABS
SILDEN 25MG 10 TAB.,20,CAPS-TABS
SILDEN 50MG 4 TAB,9.75,CAPS-TABS
SILDOCARE 8MG 20 CAP,70,CAPS-TABS
SILIPEX 30 CAP,49.5,CAPS-TABS
SILVER SEAS 20 CAPS,45,CAPS-TABS
SILYMARIN PLUS 20 CAP,47,CAPS-TABS
SINEMET 25/250 MG 20 TAB.,72,CAPS-TABS
SINLERG 20 TAB,21,CAPS-TABS
SINOPRIL 10MG 30 TAB,31.5,CAPS-TABS
SINOPRIL-CO 12.5/20MG 30 TAB,45,CAPS-TABS
SIRDALUD 2MG 20 TAB.,24,CAPS-TABS
SIRDALUD 4MG 20TAB,31.5,CAPS-TABS
SLIM SAFE 120MG 30 CAPS.,102,CAPS-TABS
SOFENACIN 10MG 20 TAB,62,CAPS-TABS
SOFENACIN 5MG 30 TAB,69,CAPS-TABS
SOLITRACT 10MG 30 TABS,113.5,CAPS-TABS
SOLITRACT 5MG 30 TABS,86.5,CAPS-TABS
SOLUPRED ORO 20MG 20 TAB,60,CAPS-TABS
SOLUPRED ORO 5MG 30 TAB,41.5,CAPS-TABS
SOLVAZINC 50MG 30 CAP,18,CAPS-TABS
SOLVETRA 20 MG 4 TABS.,43.25,CAPS-TABS
SORAL 20MG 20 CAPS.,36,CAPS-TABS
SPANIELA 30 TABS,24.3,CAPS-TABS
SPASCOLON 100MG 30.TAB,54,CAPS-TABS
SPASCOLON 50MG 30 F.C.TAB.,42.75,CAPS-TABS
SPASMO DIGESTIN 30 TAB.,22.5,CAPS-TABS
SPASMO-AMRASE 20 ENTERIC COATED TAB.,18,CAPS-TABS
SPASMOCURE 60MG 20 TAB.,18,CAPS-TABS
SPASMOFREE 50MG 20 TAB.,9.78,CAPS-TABS
SPASMOMEN 40MG 20 TAB.,32,CAPS-TABS
SPASMOPENAVER 100 MG  TABS,36,CAPS-TABS
SPASMOPYRALGIN-M 250 TAB,100,CAPS-TABS
SPASMOREST 10MG 20 TAB.,9,CAPS-TABS
SPASMOREST 20MG 20 TAB,12.75,CAPS-TABS
SPECSAFON 330 MG 30 CAPS.,58.5,CAPS-TABS
SPECTONE 100MG 20TAB,33,CAPS-TABS
SPECTONE 25MG 20TAB,15,CAPS-TABS
SPIKA 100 MG 12 TAB.,45,CAPS-TABS
SPIRAZOLE FORTE 20 TAB.,36,CAPS-TABS
SPIREX PLUS 20 F.C. TABS.,24,CAPS-TABS
SPONDEX 18 CAP,29.25,CAPS-TABS
STABLON 12.5MG 30 SUGAR COATED TAB.,57,CAPS-TABS
STARKOPREX 20MG 2 TAB,43,CAPS-TABS
STARKOPREX 5MG 30 TAB,187.5,CAPS-TABS
STATICAP  CAPS,66.5,CAPS-TABS
STATOMAIN 100 MG 30 SCORED TAB,81,CAPS-TABS
STATUKAST 10MG 10 TAB,22.8,CAPS-TABS
STATURIC 80 MG 30 TABS.,69,CAPS-TABS
STEADYFUTAL 16MG  20TAB,21,CAPS-TABS
STEADYFUTAL 24MG 30 TAB,36,CAPS-TABS
STELLASIL 5 MG 30 TAB.,8.25,CAPS-TABS
STERONATE 5MG 20 TAB.,18,CAPS-TABS
STIMULAN 400MG 30 CAP,14,CAPS-TABS
STIMU-MAX 5 TAB,18,CAPS-TABS
STOMIGAS 20/1100 MG 20 CAPS.,54,CAPS-TABS
STOMIGAS 40/1100 MG 20 CAPS.,54,CAPS-TABS
STOPADOL 500 MG 20 TAB,8,CAPS-TABS
STOPSPASM 20 TAB,21,CAPS-TABS
STREPTOQUIN 10 TAB.,9,CAPS-TABS
STRINGAZOLE 40MG 21 TAB,49.5,CAPS-TABS
STUGERON 25MG 30 TAB.,17.5,CAPS-TABS
SUGARLO 50 MG 30 TAB,69,CAPS-TABS
SUGARLO PLUS 50/850MG 30 TAB,74.25,CAPS-TABS
SUPER OMEGA 1000 MG 20 CAP,44.75,CAPS-TABS
SUPERMAG ‍B6 30TABS,16.5,CAPS-TABS
SUPERSEAS 30 CAP,32.5,CAPS-TABS
SUPLFECT 30 CAPS,54,CAPS-TABS
SUPRANIL 25MG 20 CAPS.,21,CAPS-TABS
SUPRAX 200 MG 8 CAPS,75,CAPS-TABS
SUPRAX 400 MG 5 CAPS,85,CAPS-TABS
SUVIKAN 10MG 14 TAB,77,CAPS-TABS
SYCOCETAM   500 MG   20TAB,74,CAPS-TABS
SYLVESTER 1  20 CAPS.,28.8,CAPS-TABS
SYMPAPROST  8MG 30 CAP,105,CAPS-TABS
TABOCINE 100MG 10 CAPS.,18,CAPS-TABS
TADALONG 20 MG 4 TABS.,40,CAPS-TABS
TAMOXIFEN 10MG 30 TAB. (AMRIYA),20.16,CAPS-TABS
TAMOXIFEN 20MG 20 TAB. (AMRIYA),21.6,CAPS-TABS
TAMSUL 0.4MG 30 CAPS.,105,CAPS-TABS
TAMSULIN 0.4MG 28 CAPS.,70,CAPS-TABS
TAMSULIN PLUS 20  MR FC TAB,90,CAPS-TABS
TAREG 160MG 14 F.C.TAB.,84,CAPS-TABS
TAREG 40MG 15 F.C.TAB.,79,CAPS-TABS
TAREG 80MG 14 F.C.TAB.,73.5,CAPS-TABS
TARGO 750 10TABS,80,CAPS-TABS
TARGO 750 MG 5 TAB.,40,CAPS-TABS
TARIFLOX 200MG 10 TAB.,16.8,CAPS-TABS
TARIFLOX 400 MG 10 TAB.,28.8,CAPS-TABS
TARIVAN 200MG 10 TAB.,30,CAPS-TABS
TARIVID 200MG 10 F.C. TAB.,57.75,CAPS-TABS
TAVACIN 500MG 5 TAB.,48.75,CAPS-TABS
TAVACIN 750MG 5 TAB.,50.5,CAPS-TABS
TAVANIC 500MG 5 TAB,85,CAPS-TABS
TAVONIFLOX 500MG 7 TABS.,20.4,CAPS-TABS
TAVONIFLOX 750MG 7 TABS.,28.8,CAPS-TABS
TEBOFORTIN 40MG 30 TAB.,35,CAPS-TABS
TEBOFORTIN 80MG 30 TAB,42.75,CAPS-TABS
TEBONINA FORTE 40MG 20 F.C.TAB.,29,CAPS-TABS
TECAVIR 0.5MG 30 TAB.,900,CAPS-TABS
TECNOVULA 50MG 20 TABS.,25.5,CAPS-TABS
TEGRETOL 200MG 30 TAB.,30,CAPS-TABS
TEGRETOL CR 200MG 20 TAB.,24,CAPS-TABS
TEGRETOL CR 400MG 20 TAB.,39.5,CAPS-TABS
TEKLO 30 TAB,30,CAPS-TABS
TELFAST 120MG 20 F.C. TABS.,54,CAPS-TABS
TELFAST 180MG 20 F.C. TABS.,75,CAPS-TABS
TELFAST DECONGESTANT 60/120MG 10TAB,40,CAPS-TABS
TENORMIN 100MG 14 TAB,36,CAPS-TABS
TENORMIN 25MG 14 TAB,7,CAPS-TABS
TENORMIN 50MG 28 TAB,24,CAPS-TABS
TENOXICAM 20MG  20CAPS.,27,CAPS-TABS
TENSOPLERON 25MG 20 TAB,80,CAPS-TABS
TENSOPLERON 50MG 20TAB,94,CAPS-TABS
TERBIN 250 MG 14 TAB,58,CAPS-TABS
TETRACID 250 MG 16 CAP.,11,CAPS-TABS
THEOPHYLLINE 200MG S.R. 20 TAB.,7.15,CAPS-TABS
THERAGRAN HEMATENIC 30 TAB.,28.5,CAPS-TABS
THIOTACID 300MG 30 TAB,67.5,CAPS-TABS
THIOTACID 600MG 20 TAB.,67.5,CAPS-TABS
THIOTACID COMPOUND 300MG 30 CAP,67.5,CAPS-TABS
THIOTACID COMPOUND 600MG 20 CAP,67.5,CAPS-TABS
THIOTEX FORTE 600MG 20 CAPS.,54,CAPS-TABS
THYROCIL 50 MG 30 TAB,25.5,CAPS-TABS
TIMBESTATIN 10/20 MG 7 TAB.,45,CAPS-TABS
TINIFLOXACIN 10 TAB.,39.75,CAPS-TABS
TIRATAM 1000MG 20 F.C. TAB.,104,CAPS-TABS
TIRATAM 500MG 20 F.C.TAB.,84,CAPS-TABS
TIRATAM XR 500MG 20 F.C. TAB.,80,CAPS-TABS
TOBOLANZA 24 CAPS.,19,CAPS-TABS
TOMAZINE 10MG 20 F.C. TAB.,30.75,CAPS-TABS
TOMEX PLUS 50 TAB.,25.25,CAPS-TABS
TOP GING 30 CAP,57,CAPS-TABS
TOPIRAMATE 100MG 10 TAB.,45,CAPS-TABS
TOPIRAMATE 25MG 30 TAB.,51,CAPS-TABS
TOPMODE 50MG 30 CAPS.,8,CAPS-TABS
TOPMODE FORTE 200MG 10 TAB.,8,CAPS-TABS
TORSAMOLEX 10MG 20 TAB,24,CAPS-TABS
TORSAMOLEX 20MG 20 TAB,31.2,CAPS-TABS
TORSERETIC 10MG 30 TAB,54,CAPS-TABS
TORSERETIC 20MG 30 TAB.,76,CAPS-TABS
TORVAST 40MG 7 TAB.,24,CAPS-TABS
TRANEX 500MG 30TAB,54,CAPS-TABS
TREATO-ULC 14 CAPS,36,CAPS-TABS
TREFLUCAN 150MG 1 CAPS.,15,CAPS-TABS
TRENCEDIA 550 MG 10 TABS.,73,CAPS-TABS
TRENDO 20 F.C. TABS.,36,CAPS-TABS
TRENTAL 400 SR 20 TAB,33.6,CAPS-TABS
TRI B 20 TAB.,25,CAPS-TABS
TRIACTIN 4MG 20 TAB.,13.5,CAPS-TABS
TRIB GOLD 30CAPS,90,CAPS-TABS
TRIBATENS 40/5/12.5MG 30 TABS.,70.5,CAPS-TABS
TRIBATENS 40/5/25MG 30 TABS.,73.5,CAPS-TABS
TRICONAL 150MG 1 CAPS.,26.5,CAPS-TABS
TRIGENDA 200MG 30 F.C. TAB.,36,CAPS-TABS
TRIMED FLU 20 TAB,28.5,CAPS-TABS
TRINUTREX 20  CAP,34,CAPS-TABS
TRIOCEPT 6*21 TAB.(TRIPHASIC),54,CAPS-TABS
TRIO-CLAR 42 CAPS,118,CAPS-TABS
TRITACE 1.25MG 14 TAB.,19,CAPS-TABS
TRITACE 2.5MG 14 TAB.,25.2,CAPS-TABS
TRITACE 5MG 14 TAB,34.8,CAPS-TABS
TRITACE PROTECT 10MG 20 TAB.,63,CAPS-TABS
TRITONE 100MG 30 TAB,31.5,CAPS-TABS
TRITONE 200MG 30 TAB,36,CAPS-TABS
TRITTICO 100MG 20 TAB.,9.5,CAPS-TABS
TRITTICO 50MG 20 TAB.,5.9,CAPS-TABS
TRIVASTAL RETARD 50MG 30 TAB.,45,CAPS-TABS
TROSPAMEXIN 20MG 20 TAB,42,CAPS-TABS
TRYPTIZOL 10MG 100 TAB.,21.25,CAPS-TABS
TRYPTIZOL 25MG 30 TAB.,16.5,CAPS-TABS
TUDASIDONE 40MG 20TAB,202,CAPS-TABS
ULCETECH 40MG 20 F.C.TAB.,28.5,CAPS-TABS
ULCEZOLE 60 MG 20 CAPS.,104,CAPS-TABS
ULSOREST 100 MG 30 TAB,52.5,CAPS-TABS
ULTRA SLIM 30 CAPS.,105,CAPS-TABS
ULTRA-MEDANINE 10MG 20 CAPS.,15,CAPS-TABS
ULTRASOLV 10 F.C.TAB,14.25,CAPS-TABS
UNIBIOTIC 500MG 5 TAB.,37.5,CAPS-TABS
UNICTAM 375MG 12 TAB,45,CAPS-TABS
UNICTAM 750 MG 12 TAB,64,CAPS-TABS
UNIFUNGI 150MG 2 CAPS.,16,CAPS-TABS
UNIZITHRIN 500MG 3 CAPS.,21.75,CAPS-TABS
URGINAFECT 10 MG 20 TAB,56,CAPS-TABS
URGINAFECT 5 MG 20 TAB,46,CAPS-TABS
URICONTROL 2MG 10 SCORED TAB.,14.4,CAPS-TABS
URIMAGICTAM 15 MG 30 TABS.,93,CAPS-TABS
URINEX 24 CAPS.,12,CAPS-TABS
URIPAN 5MG 30 TAB.,29.25,CAPS-TABS
URIPAN X.R. 30 TAB.,49.5,CAPS-TABS
URSOFALK 20 CAPS.,78,CAPS-TABS
URSOPLUS 20 CAP.,74,CAPS-TABS
UTROCARE 30 CAPS FOR ORAL OR VAGINAL USE,44,CAPS-TABS
UVAMINE RETARD 100MG 20 CAPS.,22,CAPS-TABS
VALSATENS PLUS 160/12.5MG 30TAB,84,CAPS-TABS
VALYSERNEX 1000MG 20 CAP,170,CAPS-TABS
VANTOMOR 50MG 20TAB,21,CAPS-TABS
VARDE 20 MG 4 TAB,28.8,CAPS-TABS
VARDENORECT 20 MG 4 TAB,30,CAPS-TABS
VARDENORECT 20 MG 8 TABS,60,CAPS-TABS
VARDIROSE 20MG 12 TABS,78,CAPS-TABS
VASCOMEDRA 600MG TAB,49.5,CAPS-TABS
VASCON 5MG 20 TAB.,17,CAPS-TABS
VASCULAR 20MG 20 TAB.,7.6,CAPS-TABS
VASOTEC 80 MG 14 TABS.,33.6,CAPS-TABS
VASTAFLAM 50MG 20 TAB,16,CAPS-TABS
VASTAREL MR 35MG  30TAB.,79,CAPS-TABS
VAXATO 20 MG 30 TAB,390,CAPS-TABS
VECOVARTEC PLUS 20/12.5 MG 21 TAB,27,CAPS-TABS
VELOSEF 1GM 8 TAB.,33.5,CAPS-TABS
VELOSEF 500 MG 16 CAPS.,36,CAPS-TABS
VENAXAN 500MG 5 F.C.TAB.,32.4,CAPS-TABS
VENOTEC 30 CAPS.,54,CAPS-TABS
VENO-WEST TAB.,24,CAPS-TABS
VENTOLIN 2MG 20 TAB.,8,CAPS-TABS
VERDO 20 CAPS.,43,CAPS-TABS
VERM 1 500MG 1 TAB. (PER STRIP),42,CAPS-TABS
VERMIN 100MG 6 TAB.,3.5,CAPS-TABS
VERMIZOL 200MG 6 TAB,10.5,CAPS-TABS
VERSERC 16 MG 30 TAB.,40.5,CAPS-TABS
VERSERC 24 MG 30 TAB.,54,CAPS-TABS
VETOCETAMOL 24 TAB.,16.5,CAPS-TABS
VIAGRA 100 MG 4 TAB,77,CAPS-TABS
VIAGRA 50 MG 4 TAB.,60,CAPS-TABS
VIBRAMYCIN 100MG 10 CAPS.,32.5,CAPS-TABS
VILDAGLUSE 50MG 30 TAB,104,CAPS-TABS
VILDAGLUSE PLUS 50/1000 MG 30 TABS.,104,CAPS-TABS
VINPORAL 5MG 20 TAB.,11.5,CAPS-TABS
VIRECTA 100MG 9 TAB,41,CAPS-TABS
VIRECTA 50MG 30 TAB.,41,CAPS-TABS
VIRUSTAT 200MG 20 TAB.,16.2,CAPS-TABS
VISCERALGIN 50MG 20 TAB.,17.25,CAPS-TABS
VITA PLUS ZINC 20 CAP,12,CAPS-TABS
VITABELLA FORTIFIED LIQUID CHOCOLATE 200,69,CAPS-TABS
VITACID C 1MG 12 EFF. TABS.,16,CAPS-TABS
VITACID CALCIUM 12 EFF. TAB.,16,CAPS-TABS
VITAFERROL 30SOFT GELATIN CAPS,27,CAPS-TABS
VITAMIN E 1000MG 24 CAPS.,36,CAPS-TABS
VITAMIN E 400MG 24 CAPS.,18,CAPS-TABS
VITAMOUNT FOR WOMEN 10 CAPS.,27,CAPS-TABS
VITASTRESS 20 TAB.,20.4,CAPS-TABS
VITAYAMI 30 F.C. TABS,49.5,CAPS-TABS
VITOSIA 500MG VIT C TAB,30,CAPS-TABS
VOLTAREN 50MG 20 TAB.,21.5,CAPS-TABS
VOLTAREN SR 100MG 20 TAB.,50.5,CAPS-TABS
VOMIBREAK 30 TABS,24.75,CAPS-TABS
VOMIDOXINE-B6  TABS,6,CAPS-TABS
VOMISTOP 10 SOFT GELATIN CAPS.,7,CAPS-TABS
WELEVON 10 CAP,14.4,CAPS-TABS
WELLNESS 20 TABS,16.5,CAPS-TABS
WINDIPINE 5MG 30TAB.,21,CAPS-TABS
X-ADE  16TAB,42,CAPS-TABS
XALTEC 5MG 10 TAB,10.5,CAPS-TABS
XANOXIBAN 10 MG 10 TAB.,130,CAPS-TABS
XANTHISTOP 80 MG 30 TAB,79,CAPS-TABS
XEFO RAPID 8MG 20 TAB,60,CAPS-TABS
XIGDUO 5/1000MG 56  TABS,345,CAPS-TABS
XITHRONE 500MG 3 F.C.TAB,32.5,CAPS-TABS
XITHRONE 500MG 5 F.C.TAB.,45,CAPS-TABS
X-TENSION 150MG 28 TAB.,60,CAPS-TABS
X-TENSION PLUS 150/12.5MG 28 TAB.,63,CAPS-TABS
YASMIN 21 TAB.,78,CAPS-TABS
YAZ 28 TAB,83,CAPS-TABS
YEAST 60 TAB (MEPACO),14.25,CAPS-TABS
ZALLANZ 15 MG 30 CAP,61.5,CAPS-TABS
ZANDROS 20 CAP,32.5,CAPS-TABS
ZANOGLIDE 4/30 MG 30 TAB,39,CAPS-TABS
ZESTORETIC-20 10 TAB.,34,CAPS-TABS
ZESTRIL 10MG 10 TAB.,18,CAPS-TABS
ZESTRIL 20MG 10 TAB.,34,CAPS-TABS
ZESTRIL 5MG 10 TAB.,13,CAPS-TABS
ZINCTRON 30 CAP,40.5,CAPS-TABS
ZISROCIN 500 MG 3 CAPS.,32.5,CAPS-TABS
ZITHRODOSE 500 MG 5 CAPS.,36,CAPS-TABS
ZITHROKAN 500MG 3 CAPS.,32.5,CAPS-TABS
ZITHROMAX 250MG 6 CAPS.,79,CAPS-TABS
ZOLLIPAK 30MG 10 CAPS,33.6,CAPS-TABS
ZOVIRAX 400MG 10 TAB.,33,CAPS-TABS
ZURCAL 20 MG 14 TAB,41.5,CAPS-TABS
ZURCAL 40 MG 14 TAB 1 STRIP,46,CAPS-TABS
ZURCAL 40 MG 14 TAB 2 STRIP,46,CAPS-TABS
ZYLORIC 100MG 30 TAB.,16.25,CAPS-TABS
ZYLORIC 300MG 30 TAB,24.25,CAPS-TABS
ZYMOGEN FORTE 20TAB.,13,CAPS-TABS
ZYRTEC 10 MG 20 TAB,39.75,CAPS-TABS
ALCAFTAPRO 0.25% EYE DROPS 3 ML,95.5,DROPS
ALFACALCIDOL 2MCG/ML ORAL DROPS,65,DROPS
ALFACARENO 2MCG/ML DROP,85,DROPS
ALZMENDA 10MG/GM ORAL DROPS,33,DROPS
AMBROXOL 7.5MG/ML ORAL DROPS,5,DROPS
ARTELAC OPHTIOLE 3.2MG/ML EYE DROPS,20,DROPS
AZELAST 0.05% EYE DROPS,15,DROPS
BALKIS 0.05% INFANTILE N. DROPS 10 ML,3.5,DROPS
BALKIS 0.1% ADULT N. DROPS 10 ML,3.75,DROPS
BENOX 0.4% EYE DROPS,9,DROPS
BETOPTIC 5MG/ML EYE DROPS,23.4,DROPS
BRONCHOPRO 7.5MG/ML ORAL DROPS,11.75,DROPS
CALCIDOVEROS 30ML ORAL DROP,23.4,DROPS
CETAL 10% ORAL DROPS,7,DROPS
CIPRO 3.5MG/ML EAR DROPS,7,DROPS
CIPROCIN 0.3 % EYE OINT. 5GM,10.5,DROPS
CIPROCIN 0.3% EYE/EAR DROPS,10.5,DROPS
CIPROXASON OTIC SUSP. 15 ML DROPS,12,DROPS
CONJYCLEAR FORTE 0.2% EYE DROPS,33.6,DROPS
CORASORE 150MG/ML ORAL DROPS,12,DROPS
CORNEFRESH 1.5% EYE DPS. 5 ML,32.4,DROPS
CORNEREGEL 50MG/G  EYE GEL,9,DROPS
CORNEREGEL FLUID 50MG/ML EYE DROPS,12,DROPS
CORNETEARS 10MG/G AQUEOUS EYE GEL,16.8,DROPS
CURISAFE PEDIATRIC DROPS 100MG/ML ORAL D,7.25,DROPS
C-VIT ORAL DROPS 15 ML,13.5,DROPS
CYANARO 1% EYE DROPS 2.5 ML,18,DROPS
DENTINOX 2.65%  INFANT COLIC DROPS,30.75,DROPS
DEPZABID 5MG/ML EYE DROPS,12,DROPS
DEXACIPAREX EAR DROPS,12,DROPS
DEXAFLOX EYE DROPS 5 ML,25.25,DROPS
DEXATROL eye oint.,11.75,DROPS
DEXATROL EYE/EAR DROPS,11.75,DROPS
DEXONIUM 0.1% eye drops (AR.),5,DROPS
DIFLUSTERO 0.05% 5ML EYE DROPS,36,DROPS
DROPIFLOX OTIC SUSP. 7.5 ML,12,DROPS
DUOEFFECTUM EYE DROPS 10 ML,14,DROPS
EFEMYO EYE DROPS 10 ML,24,DROPS
ENRICH  DROPS,20,DROPS
EPICROM 4% eye drops,9.7,DROPS
